name,command,numeber_of_execution,buildable,Build_1,Build_2,Build_3,Build_4,Build_5,Build_6,Build_7,Build_8,Build_9,Build_10,average_time,σ_std_dev,variance,category,dockerfile_loc,from,label,env,run,volume,copy,entrypoint,cmd,workdir,user,expose,maintainer,arg,stopsignal,add,shell,total_instructions,from_cmds,label_cmds,env_cmds,run_cmds,volume_cmds,copy_cmds,entrypoint_cmds,cmd_cmds,workdir_cmds,user_cmds,expose_cmds,maintainer_cmds,arg_cmds,stopsignal_cmds,add_cmds,shell_cmds
postfixadmin_docker,docker build -t postfixadmin_docker postfixadmin_dockerapache.,10,true,109,120,158,116,111,113,107,107,105,110,115.6,"14,7661775690258","218,04",application_platform,61,1,1,3,3,0,1,1,1,0,0,0,0,2,0,0,0,13,1,6,8,24,1,2,1,3,1,0,1,0,0,0,0,0
Quantisan_docker-clojure,docker build -t Quantisan_docker-clojure Quantisan_docker-clojuretargetopenjdk-15-tooldeps.,10,true,437,434,436,439,459,424,424,425,506,512,"449,6","31,2704333196712","977,84",language,20,1,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,9,1,1,3,33,0,1,1,1,0,0,0,0,2,0,0,0
Raku_docker,docker build -t Raku_docker Raku_docker.,10,false,203,224,236,236,236,237,234,235,237,226,"230,4","10,1311401135312","102,64",language,43,1,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,8,1,0,1,10,0,0,0,4,1,0,0,0,0,0,0,0
rapidoid_docker-rapidoid,docker build -t rapidoid_docker-rapidoid rapidoid_docker-rapidoid.,10,false,129,282,200,121,118,117,479,130,212,221,200.9,"107,2086283841","11493,69",web_component,35,1,0,5,1,1,1,1,0,1,0,1,1,0,0,0,0,13,,,,,,,,,,,,,,,,
rethinkdb_rethinkdb-dockerfiles,docker build -t rethinkdb_rethinkdb-dockerfiles rethinkdb_rethinkdb-dockerfilesbionic2.4.0.,10,false,106,107,166,103,99,96,155,118,103,110,116.3,"22,9523419284395","526,81",database,23,1,0,1,3,1,0,0,1,1,0,1,0,0,0,0,0,9,,,,,,,,,,,,,,,,
rocker-org_rocker,docker build -t rocker-org_rocker rocker-org_rockerr-ubuntu.,10,true,676,732,1061,645,605,597,585,701,647,643,689.2,"131,414458869639","17269,76",language,58,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,
RocketChat_Docker.Official.Image,docker build -t RocketChat_Docker.Official.Image RocketChat_Docker.Official.Image3.,10,true,1133,1033,1079,920,889,963,1068,1011,1387,1153,"1063,6","135,12305502763","0,25",application_platform,97,1,0,4,4,1,0,0,1,2,1,1,0,0,0,0,0,15,1,4,3,31,0,0,0,1,0,0,0,0,0,0,0,0
rust-lang_docker-rust,docker build -t rust-lang_docker-rust rust-lang_docker-rust1.42.0alpine3.10.,10,true,277,291,341,220,217,216,214,256,280,284,259.6,"40,3762306314","18258,24",language,22,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,65,1,0,0,2,2,1,1,0,0,0,0,0
Silverpeas_docker-silverpeas-prod,docker build -t Silverpeas_docker-silverpeas-prod Silverpeas_docker-silverpeas-prod.,10,true,2761,2694,2708,2722,2692,2706,2684,2689,2740,2804,2720,"36,3290517354913","1319,8",application_platform,127,1,1,9,8,1,3,0,1,1,0,1,1,1,0,0,0,28,1,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0
SonarSource_docker-sonarqube,docker build -t SonarSource_docker-sonarqube SonarSource_docker-sonarqube8community.,10,true,1055,1045,1003,1031,1212,1276,1137,1038,1055,1030,"1088,2","85,7237423354814","7348,56",application_platform,64,2,0,2,2,0,2,1,1,1,0,1,0,4,0,0,0,16,1,1,9,52,3,3,0,1,1,0,2,1,1,0,0,0
SWI-Prolog_docker-swipl,docker build -t SWI-Prolog_docker-swipl SWI-Prolog_docker-swipl8.1.15stretch.,10,true,895,884,873,882,898,905,913,899,893,900,"894,2","11,160645142643","124,56",language,69,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,12,27,0,3,1,1,1,0,1,0,4,0,0,0
TeamSpeak-Systems_teamspeak-linux-docker-images,docker build -t TeamSpeak-Systems_teamspeak-linux-docker-images TeamSpeak-Systems_teamspeak-linux-docker-imagesalpine.,10,true,66,64,63,66,64,70,64,66,63,63,"64,9","2,0712315177208","4,29",application_platform,37,1,0,1,3,1,1,1,1,1,0,1,0,2,0,0,0,13,1,1,1,63,0,0,0,1,0,0,0,0,0,0,0,0
tianon_docker-bash,docker build -t tianon_docker-bash tianon_docker-bash5.0.,10,false,212,246,331,172,167,177,180,198,216,329,222.8,"58,245686535571","3392,56",language,122,1,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,9,1,0,1,15,1,1,1,1,1,0,3,0,2,0,0,0
TimWolla_docker-adminer,docker build -t TimWolla_docker-adminer TimWolla_docker-adminer4.,10,true,349,328,327,325,326,330,330,344,365,329,"335,3","12,4743737317751","155,61",application_platform,61,1,0,3,4,0,2,1,1,1,1,1,0,0,1,0,0,16,,,,,,,,,,,,,,,,
TimWolla_docker-spiped,docker build -t TimWolla_docker-spiped TimWolla_docker-spiped1.6.,10,true,179,164,189,157,161,172,171,205,158,155,"171,1","15,2147954307641","231,49",application_platform,37,1,0,3,3,1,1,1,1,1,0,0,0,0,0,0,0,12,1,0,3,37,0,2,2,5,1,1,1,0,0,1,0,0
tomitribe_docker-tomee,docker build -t tomitribe_docker-tomee tomitribe_docker-tomeeTomEE-8.0jre8webprofile.,10,true,143,146,246,123,160,107,187,198,137,253,170.0,"47,3392015141785",2241,web_component,48,1,0,4,3,0,0,0,1,1,0,1,0,0,0,0,0,11,1,0,3,21,1,1,1,1,1,0,0,0,0,0,0,0
varnish_docker-varnish,docker build -t varnish_docker-varnish varnish_docker-varnishstabledebian.,10,false,100,106,117,96,93,93,94,101,111,97,100.8,"7,74338427304238","59,96",web_component,31,1,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,9,1,0,16,16,0,0,0,2,1,0,1,0,0,0,0,0
WASdev_ci.docker,docker build -t WASdev_ci.docker WASdev_ci.dockerbeta,10,true,646,755,708,721,719,729,718,706,706,711,"711,9","25,978645076293","674,89",other,79,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,,,,,,,,,,,,,,,,
YOURLS_docker-yourls,docker build -t YOURLS_docker-yourls YOURLS_docker-yourlsapache.,10,true,312,309,310,364,319,316,314,317,323,321,"320,5","15,1343979067553","229,05",web_component,36,1,0,2,4,0,3,1,1,0,0,0,0,0,0,0,0,12,1,7,4,40,0,1,0,3,0,1,2,0,0,0,0,0
znc_znc-docker,docker build -t znc_znc-docker znc_znc-dockerfull.,10,true,371,394,353,313,286,284,297,365,371,366,340.0,"38,6497089251653","1493,8",application_platform,60,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,18,0,3,1,1,0,0,0,0,0,0,0,0
covid19-italy,docker build -t covid19-italy covid19-italy.,10,true,621,656,663,508,507,506,540,573,577,616,576.7,"57,6021700980093","3318,01",application_platform,17,1,0,0,2,0,2,0,1,1,0,1,1,0,0,0,0,9,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0
